textID,text,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
58272bcdb4,misses Nanny.,noon,60-70,Estonia,1326535,42390,31
5ded2a1364,_Allison Catch you later Terry....,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
6612e42b28,Kyle is Cody`s wee bro!,morning,0-20,Ethiopia,114963588,1000000,115
c10ae302bc," Oh you understand French?  Well, maybe I exxagerated it a little bit lol but they all want at least 1/2 years of exp. :-/",noon,21-30,Fiji,896445,18270,49
980578403b, pea plants!,night,31-45,Finland,5540720,3.04E+05,18
de0673a07d,thinks castles are fun,morning,46-60,France,65273511,547557,119
dc0f5bca14,At anthony`s for prom.,noon,60-70,Gabon,2225734,257670,9
787df2fd0f,"home! day scale from one to ten is an 8  **** i feel old compare to him, haha so cute.",night,70-100,Gambia,2416668,10120,239
36f885a911,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes,morning,0-20,Georgia,3989167,69490,57
acf54fad30," Im doing ok.  I have a 15 year old going on 35 that is driving me crazy, but that comes with the territory, I guess.",noon,21-30,Germany,83783942,348560,240
8b0054a807,Poor Kella is on meds now for an ear infection; she lost her food all over  twice at the doc`s,night,31-45,Ghana,31072940,227540,137
4bc7d627ad," Yes, have to be right for church",morning,0-20,Afghanistan,38928346,652860,60
6bdd5e9d7e,Trying to find someone to go to the mall with.,noon,21-30,Albania,2877797,27400,105
af706b4c58,Dhellohannah5 can you please follow me  i need more followers haha,night,31-45,Algeria,43851044,2381740,18
4987043fd4,hm...still workin on my contract.hmm...i`m feelin awful..,morning,46-60,Andorra,77265,470,164
e7f2b44a1f,I totally forgot my phone at home this morning,noon,60-70,Angola,32866272,1246700,26
cc53e85d21, Proud 17-year-old here that loves The Carpenters!!!,night,70-100,Antigua and Barbuda,97929,440,223
9508bfc99f,feels sick to my stomach and idkk whyy,morning,0-20,Argentina,45195774,2736690,17
3ba9e80d1d,Off to work I go,noon,21-30,Armenia,2963243,28470,104
300c739684, so cute you twitting in potuguese!,night,31-45,Australia,25499884,7682300,3
e056f0a268," Hey bud, we just shot you an email",morning,46-60,Austria,9006398,8.24E+04,109
a050668b78," good. yeah i am fine thanks. just dreading history tomorrow, not in the mood for hyperactive 20 year olds lmao",noon,60-70,Azerbaijan,10139177,82658,123
887e90ff88, ew.  sorry zach,night,70-100,Bahamas,393244,10010,39
047abbd04e,I know. Im just kidding,morning,0-20,Bahrain,1701575,760,2239
b6d5af9406, http://twitpic.com/4jber - aww .... then we wonder why they hate us later..... lol!!,noon,21-30,Bangladesh,164689383,130170,1265
fd34ad6207,round 2,night,31-45,Barbados,287375,430,668
278c0dceeb,i hate it when my bff is groundedd  boooooooooo,morning,46-60,Belarus,9449323,202910,47
b6f66e0621," The Star Trek in IMAX wasn`t in 3D, but it was huge on the screen.  Still worth watching.",noon,60-70,Belgium,11589623,30280,383
1853fae31c, Tis me SharonP...,night,70-100,Belize,397628,22810,17
87c799a397,getting ready to see my cousins graduate.  gonna miss em.,morning,0-20,Benin,12123200,112760,108
4bc4d97503, **** i shouldnt have left!,noon,21-30,Bhutan,771608,3.81E+04,20
d11816c1c7,is missing the fun she had with _Army at Eclipse 3  #SArmy #SArmy #SArmy,night,31-45,Bolivia,11673021,1083300,11
0fe8023456,_law_rence &  WHY?! my head feels like the surface of the sun  underneath a beaver pelt.,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
a9b19af9ee,LOVED 'Drag Me To Hell' and 'Up'...yeah my Spend the Day Studying plan didn`t happen,noon,60-70,Botswana,2351627,566730,4
6d65d9dc54,http://tinyurl.com/c8nlzh - forgot how much I like this song,night,70-100,Brazil,212559417,8358140,25
5f91766356, aww... me too,morning,0-20,Brunei,437479,5270,83
62c9a90f1d,Having a cup of tea,noon,21-30,Bulgaria,6948445,108560,64
2d5b920414, I`ll have to wait for the YouTube links,night,31-45,Burkina Faso,20903273,273600,76
b96b9ecc3c,"Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts. Lots of cool tips, great! But need to more coding practices to master.",morning,46-60,Burundi,11890784,25680,463
a0e8168015,"Going to twitter in english, for my foreign followers",noon,60-70,C�te d'Ivoire,26378274,318000,83
4f9ee6208c,_city tell brandon I said hi!!,night,70-100,Cabo Verde,555987,4.03E+03,138
e5339e66dc," I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",morning,0-20,Cambodia,16718965,176520,95
7811012154,Not made it to work  couldn`t get up feelin blurgh,noon,21-30,Cameroon,26545863,472710,56
2d361cdd4d, I have it.  Hehehehe u want the torrent?,night,31-45,Canada,37742154,9093510,4
eeb047e369,On way back home after a crazy night on the coast,morning,46-60,Central African Republic,4829767,622980,8
f7378bc34c,My throat hurts and I can`t sleep.,noon,60-70,Chad,16425864,1259200,13
d682402e60,"Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but helloooo nurse! He`s dreeaamy  Yup, my crushed spirit is on the mend.",night,70-100,Chile,19116201,743532,26
2983528f77,_amr i`m here  haha,morning,0-20,China,1439323776,9388211,153
4bb00e884a,im depressed on this pretty day  Everyone either is doing something or CAN`T...bleh -.-,noon,21-30,Colombia,50882891,1109500,46
4e4e9c3802,The rain outside motivates me to sleep.,night,31-45,Comoros,869601,1861,467
fc6128f4e5,"ok i just spent like ï¿½50 on soundtracks, a galaxy class starship and EVE online. sigh",morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
bed26c1d7f, HEY BUCK!!!!  love u loads!! LOVE 'WHAT THE BUCK?!',noon,60-70,Costa Rica,5094118,51060,100
b6262b919a,"Wow, my bed is SO comfy & my nap has been much too short. Getting up for work = do not want.",night,70-100,Croatia,4105267,55960,73
61eae11e5e,..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....,morning,0-20,Cuba,11326616,106440,106
536116702e,"hmmm dollhouse sounds pretty good, http://bit.ly/z3aZv  i think ima download it and try watching it",noon,21-30,Cyprus,1207359,9240,131
1ee5496252, and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in NYC the bronx GRRR,night,31-45,Czechia (Czech Republic),10708981,77240,139
baeb21b26f,"**** these nig*s is all on me, but they won`t get this...'Not without a check!' LMFAO",morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
d8f4aefacc,SFTW & pot of tea,noon,60-70,Denmark,5792202,42430,137
1f7717fc7a,thanks do the invite though,night,70-100,Djibouti,988000,23180,43
70932f6376, YOU LOOKED ABSOLUTELY BEAUTIFUL AND ELEGANT.,morning,0-20,Dominica,71986,750,96
eba3cee9be,"_Brown Thank you so much Natalie, hope u are well",noon,21-30,Dominican Republic,10847910,4.83E+04,225
a5e47d75c0," Please send me those youtube links, Erin watched most of them but I was cooking and didn`t get to see the cowboys",night,31-45,Ecuador,17643054,248360,71
10b36df3e0," That didn`t work, unfortunately.",morning,46-60,Egypt,102334404,995450,103
c027e514d7,Early morning walkies really aren`t my thing... at least it`s vaguely warm,noon,60-70,El Salvador,6486205,20720,313
3dbb8c1489,get it right! I think I am obsessed with Hydes` voice @_@  I`ve chosen a guitar song to learn for the summer! Time to perfect picking!,night,70-100,Equatorial Guinea,1402985,28050,50
b8c518e02d, Good prices for bulk SMS and Premium SMS too  http://promotion.itagg.com,morning,0-20,Eritrea,3546421,101000,35
eeff416e05,is heading in to London to meet with  and  let us know if you`re about  still not sure what time we`re meeting.....,noon,21-30,Estonia,1326535,42390,31
a267dfc19a," Actually, the post shows they know what happens when you overflow...",night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
3d1d381278,What`s worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.,morning,46-60,Ethiopia,114963588,1000000,115
8d36ad290b, The Case of the Gigolo`s Picolo?,noon,60-70,Fiji,896445,18270,49
bf6727bf27,_92 yeah im okayy lots been happening while you not been here !! anyone special at the moment ? ****,night,70-100,Finland,5540720,3.04E+05,18
3864a39777,reconnecting with amadeus and friends,morning,0-20,France,65273511,547557,119
e84aa8b193,Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...,noon,21-30,Gabon,2225734,257670,9
defc8b34af," black is good... tight, or should I say too tight, not so good.",night,31-45,Gambia,2416668,10120,239
4e43ad756c, Aw it says the pic doesn`t exist anymore,morning,46-60,Georgia,3989167,69490,57
0f22984306,"Today, i did`t have lunch, cuz wel i embarrass my self with all 'school'  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!",noon,60-70,Germany,83783942,348560,240
ee9eaed59b,is eating chocolate ready break,night,70-100,Ghana,31072940,227540,137
6dc625db0d,my newsreader is filling up with blogs  yay! keep pm`ing me your blog sites. I love reading them!,morning,0-20,Greece,10423054,128900,81
671f6900a9,testing out ymtumbkr on my iphone  http://tumblr.com/xiy1qycvc,noon,21-30,Grenada,112523,340,331
0e0424c9bd,home alone and no one left me any gummy bears,night,31-45,Guatemala,17915568,107160,167
e6c2edcb0b,back from melly`s party... i had fun...  i`m sleepy now...,morning,46-60,Guinea,13132795,2.46E+05,53
9b210c4a6f, Haha...YAY!!! I`M CURED!!!!,noon,60-70,Guinea-Bissau,1968001,28120,70
4d461bba2e,I guess she`s not the type of songwriter who dreams the great ones.,night,70-100,Guyana,786552,196850,4
b733d36b6e, I know...  it`s already been two weeks!,morning,0-20,Haiti,11402528,27560,414
68c674acdb,"Sick, sick, sick. This sucks. i can`t even breathe properly",noon,21-30,Holy See,801,0,2003
6cadda7b98,Adding names to my Twitter account and learning how to use this amazing thing!,night,31-45,Honduras,9904607,111890,89
79a28b1ac7, ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy ****,morning,46-60,Hungary,9660351,90530,107
92d94fa045," It`s allright pastor, jiayou for the book!!",noon,60-70,Iceland,341243,100250,3
05a1b09ce9,Booo my best friend is leavin for the weekend. What ever will I do without her??,night,70-100,India,1380004385,2973190,464
e6b01d5777,OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can`t breathe!  <3 <3,morning,0-20,Indonesia,273523615,1811570,151
2c4b87059b,is never around for the sl100 quiz   I want water park tickets waaaa,noon,21-30,Iran,83992949,1.63E+06,52
8c5e613c41," Hey, did his wife die? I am really confused. I hadn`t been on his MySpace in a little while, but I just read his Twit.",night,31-45,Iraq,40222493,434320,93
6c31bc1182,i am kind of excited to go to school today. i dont know why. hopefully it will be a good day,morning,46-60,Ireland,4937786,68890,72
5f4e052208, Doing a Rainbow and Unicorn film then?  #48hours,noon,60-70,Israel,8655535,21640,400
8485d5828e,i keep reading contracts as cataracts... Someone should bring me panera,night,70-100,Italy,60461826,294140,206
3735770b07,Guess who has internet at her house? *raises hand* And it`s not dial up.,morning,0-20,Jamaica,2961167,10830,273
4c395ff61b,"My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx",noon,21-30,Japan,126476461,364555,347
cb673d84af,UGH BUT I N33D T0G0 BAD..,night,31-45,Jordan,10203134,88780,115
4ad37ac5b7, Are y`all coming out today??? We could go to the graveyard!!  HOORAYY!!!!!,morning,46-60,Kazakhstan,18776707,2699700,7
929b5c888c,my hair won`t turn whiiite,noon,60-70,Kenya,53771296,569140,94
fa959f2dd3, unfortunately I`m not drunk enough lol and have no money to get drunk  I have had alot though as u can imagine haha,night,70-100,Kiribati,119449,8.10E+02,147
78d89e7c64, Yeah prbly pickin up songs for SingStar. Haven`t checked the last few store updates. And dunno that Cranberries song.,morning,0-20,Kuwait,4270571,17820,240
127ee02f19,tonight was a very bad night,noon,21-30,Kyrgyzstan,6524195,191800,34
f6c69d962e, Bristol`s is the ish! I LOVE their brunch on Sundays. Ruth Chris is good too but I got sick there once.,night,31-45,Laos,7275560,230800,32
4a653d8227,all mom`s in the world congratulations,morning,46-60,Latvia,1886198,62200,30
35eb97a484," but better hurry, so you wouldn`t be labeled as copycats",noon,60-70,Lebanon,6825445,10230,667
55441697a6,is SOOOOO hungry right now! Should`ve eaten before this wedding.,night,70-100,Lesotho,2142249,30360,71
49a1fc4061, welcome to twitter my friend,morning,0-20,Liberia,5057681,96320,53
2e49927901,at    Happy mother`s dayyy Deniseee <3,noon,21-30,Libya,6871292,1759540,4
f85c7e5ead,"Ben & Jerry`s fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  ",night,31-45,Liechtenstein,38128,160,238
6033018ee4,"has anyone else seen this? the  DM notification email says 'reply on we web.' i am all for cool accents, but it`s weird online",morning,46-60,Lithuania,2722289,6.27E+04,43
0c35e093bd,"YAYAYYAYAYAY Toy Story 3 is coming out. June 18, 2010 though",noon,60-70,Luxembourg,625978,2590,242
7069dd2486, I`m straining to hear but it`s very hard from all the way over here.,night,70-100,Madagascar,27691018,581795,48
7a78bcf308, awwwh u stuck in traffic  booo!,morning,0-20,Malawi,19129952,94280,203
894e948ead," Fear not! You deserve alot, you care for animals. )) I`ll get some food, don`t worry!",noon,21-30,Malaysia,32365999,328550,99
fa89412e2a,living it up at empire hotel...free bottle service. it ROCKS having connections,night,31-45,Maldives,540544,300,1802
12b2075369,"Google Wave presentation: http://bit.ly/2ehfov  I`m not very impressed. It`s nice, but it`s not really for me",morning,46-60,Mali,20250833,1220190,17
0d77390e74," same to you bud. Kudos on your hardcore gym training, it`s a great lifechanging experience, keep it up!!!",noon,60-70,Malta,441543,320,1380
8f3fc77f66,    - brief interruption- brb. goodnight if i don`t catch u again later. gotta ck something,night,70-100,Marshall Islands,59190,180,329
df0f568747,I still miss him... And i dont think he`s coming back,morning,0-20,Mauritania,4649658,1030700,5
67a5d0a19c," dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man.",noon,21-30,Mauritius,1271768,2.03E+03,626
0435d42f80,"MAD AS HELL! SOMEONE STOLE MY PINK & BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE`LL BLESS ME ABUNDANTLY",night,31-45,Mexico,128932753,1943950,66
1e633e1874, you didnt include Taylor in the 'Follow Friday',morning,46-60,Micronesia,115023,700,164
81950f02a4,I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.,noon,60-70,Moldova,4033963,32850,123
0b8b37ba52,chris came over for exactly one hour  i moped around after he left and ended up falling asleep.,night,70-100,Monaco,39242,1,26337
aeb0593edf,i`m a bum today,morning,0-20,Mongolia,3278290,1553560,2
e09f5b6b95,went to the cd store to search for the cd. But,noon,21-30,Montenegro,628066,13450,47
f60dbc9737," A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success",night,31-45,Morocco,36910560,446300,83
e0e9cb3902,<----------- is listening the **** out of Lamb of God,morning,46-60,Mozambique,31255435,786380,40
3ec9a1578c,Spilled chocolate milk in my car,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
349251e2a4," my hubby.  promised job promotion so we didn`t move, signed a new lease n they withdrew the promotion...",night,70-100,Namibia,2540905,8.23E+05,3
07c4438a0a, plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,morning,0-20,Nauru,10824,20,541
441e2a5a82,LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today,noon,21-30,Nepal,29136808,143350,203
09140327f6,tomorrow is going to be sooo awkward & embarassing. lights & sounds last night was awesome,night,31-45,Netherlands,17134872,33720,508
2fadf73014,"Still feeling weird about my ex and her engagement.  My mom made things worse.  I don`t even want her, but it`s still odd",morning,46-60,New Zealand,4822233,263310,18
ef5ba215b6,"a band from Hawaii with a Sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n",noon,60-70,Nicaragua,6624554,120340,55
440e8fc447,Hockey was so fukinï¿½ good  **** you hole! xD,night,70-100,Niger,24206644,1266700,19
7eb1620dec, Shop smart.  Shop S Mart.,morning,0-20,Nigeria,206139589,910770,226
bdc7de6846," yes, that`s what I meant... I don`t have anything to turn it into Hirigana, though.",noon,21-30,North Korea,25778816,120410,214
d2565af489, That is INCREDIBLY sweet!!!! What a good Hubby...,night,31-45,North Macedonia,2083374,25220,83
4ed4f2fce6, caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again,morning,46-60,Norway,5421241,3.65E+05,15
ecc58c9428,off to lunch with all the people from aikido,noon,60-70,Oman,5106626,309500,16
915ce84b4b, Too bad I can`t come!  Enjoy urself tho.,night,70-100,Pakistan,220892340,770880,287
4d194d770c,Watching ET today!  <3 Supposed to have a clip from New Moon  Hating Drag Me To Hell,morning,0-20,Palau,18094,460,39
eed1736183,Oh my god. I literally drove in rain that was so hard that i couldn`t see in front of me. I`m shaking,noon,21-30,Palestine State,5101414,6020,847
13ca815d01, me to mi sausage,night,31-45,Panama,4314767,74340,58
48a90031bd,"got a sniffle, got the kids and hubby just left to work in Sydney for the weekend, boo hoo",morning,46-60,Papua New Guinea,8947024,452860,20
1c14b45cee," house probably resembling your kind of heaven no?  maybe Ciaran`s angels have moved in with you, hence inability to locate!",noon,60-70,Paraguay,7132538,397300,18
242de9277c, Good to hear... several of my peeps are working tonight...,night,70-100,Peru,32971854,1280000,26
b287d39fb3, I hope so too.  How are you?,morning,0-20,Philippines,109581078,298170,368
986073590,"Actually, I think I`ll be more upset if I lost my data for Cake Mania 3. I was pretty far into the game",noon,21-30,Poland,37846611,3.06E+05,124
081ac56240,Boo....Up DLP is sold out for 8:30,night,31-45,Portugal,10196709,91590,111
095410237d,"Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again.",morning,46-60,Qatar,2881053,11610,248
3cf6817f75, aww  but we miss you here in the USA.,noon,60-70,Romania,19237691,230170,84
edd38781e4,Its seriously quiet and lonely here without Bunny,night,70-100,Russia,145934462,16376870,9
d664f99182,ROTC brought a climbing wall to work for coworkers to try and climb if they wanted.  I forgot my climbing shoes at home today.,morning,0-20,Rwanda,12952218,24670,525
e8ddfa3959,OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da,noon,21-30,Saint Kitts and Nevis,53199,260,205
502aa24ca7,Downing a glass of ginger ale and then relishing an early evening in bed with 'Because I Said So' on Lifetime.,night,31-45,Saint Lucia,183627,610,301
3861b033fb,Watching fireworks off the Bay bridge.,morning,46-60,Saint Vincent and the Grenadines,110940,390,284
86a28f67e9,_x Yepp.  Do you Like Dylan or Cole Better?,noon,60-70,Samoa,198414,2830,70
83c92f835b,still freakin out about missing the game!!!  #jonasnewsongs,night,70-100,San Marino,33931,6.00E+01,566
8d138ab15b," yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here",morning,0-20,Sao Tome and Principe,219159,960,228
9e8665abc5,Dang  I left my Rolando`s dinner leftovers at home! I knew I should have put them in the shop fridge last night before we left downtown!,noon,21-30,Saudi Arabia,34813871,2149690,16
d4623c0bd6, no worries,night,31-45,Senegal,16743927,192530,87
75ca238abe,So sad I`m going to miss seeing Pennywise again this year,morning,46-60,Serbia,8737371,87460,100
ec8507eef4, haha. Thanks Shannon.  3 out of 5 boats got first.,noon,60-70,Seychelles,98347,460,214
65c1831198, if you`re watching this...I love you.' I almost died. But now...SHE MEANS NOTHING!,night,70-100,Sierra Leone,7976983,72180,111
dcb745bcf2,woke up an hour early just to study for        a test,morning,0-20,Singapore,5850342,700,8358
cb1a68137c, They open at 9 a.m.   And I hope to be there shortly after that.   No guarantees for me though!,noon,21-30,Slovakia,5459642,48088,114
a4d578eeb1,"Is at work....  boo!  The Pin-Ups will be playing at Uncommon Ground Wednesday night at 9 p.m.! (1401 W. Devon Ave., Chicago 60660",night,31-45,Slovenia,2078938,20140,103
64cf7657b9,has just got out the shower,morning,46-60,Solomon Islands,686884,2.80E+04,25
650fcedd22,he`s back! meeting him in 40 mins,noon,60-70,Somalia,15893222,627340,25
0e0b4a2960, Even IE8 would be better,night,70-100,South Africa,59308690,1213090,49
106a999786," It is, Pinkwind is a thing from Vanessa`s dad. And My sister made me that SN in the 4th grade",morning,0-20,South Korea,51269185,97230,527
6c18eab109,I cant change my profile picture on Facebook,noon,21-30,South Sudan,11193725,610952,18
d792349406, she lookd soo freaked out!!poor wee thing,night,31-45,Spain,46754778,498800,94
dbdbe24969,omgoodness FINALLY back from dinner with the fam bam!,morning,46-60,Sri Lanka,21413249,62710,341
5a3c9bf459,was just about to try and  dl the sims 3 but realize my pc don`t meet the standard requirements  i need new pc lol!!!,noon,60-70,Sudan,43849260,1765048,25
f61861742c,"is happy  and clean, squeaky clean",night,70-100,Suriname,586632,156000,4
2a69a25949,Don`t Chase Me - Shea Fisher download it,morning,0-20,Sweden,10099265,410340,25
8d02587ab0,"Hmm...Whilst, walking through the city I received an inviataion into an SUV Limo via some prom fellows... Don`t they have dates? Oh boys!",noon,21-30,Switzerland,8654622,3.95E+04,219
6940969fb4,"sickkk, it`s been two days since summer started and it suck already!",night,31-45,Syria,17500658,183630,95
06aaa8e680,At an 80``S retro prom wishing HE was here to dance with!  I`m gonna miss his great dancing 2nite  but still having a blast & a few drinks,morning,46-60,Tajikistan,9537645,139960,68
f4052e9331,why i chose iphone   http://tr.im/kpaE,noon,60-70,Tanzania,59734218,885800,67
35f539ffa8,i got in a fight with ryan. now hes like crying and im just dead inside. sigggh,night,70-100,Thailand,69799978,510890,137
736f2bd7b6,Adams morgannnn for jumbo slice,morning,0-20,Timor-Leste,1318445,14870,89
35e15c616c,_Bloody_Poet What`s the matter?,noon,21-30,Togo,8278724,54390,152
4104064854, has a name label on his picture too.. i just hadnt added it in when i took this: http://www.twitpic.com/4hap4 picture..,night,31-45,Tonga,105695,720,147
d5c25dbc63,  still need to see that movie ! I am all about vampires,morning,46-60,Trinidad and Tobago,1399488,5130,273
34b7f333cb,Have a happy Friday and weekend everyone .. TGIF for me is nothing,noon,60-70,Tunisia,11818619,155360,76
bdf9453e5e," Yeah, I`ve seen that before, funny   *Hey honey, Jill just sent me a **** in a box*",night,70-100,Turkey,84339067,7.70E+05,110
6c409292ce, - JT on SNL tonight.,morning,0-20,Turkmenistan,6031200,469930,13
ee89b16825,Studio Ghibli for this year; Ponyo! http://bit.ly/whar8 as always it seems to be perfect  we`ll be waiting till august for it,noon,21-30,Tuvalu,11792,30,393
9f0147e874,is going to sleep. Tomorrow Exam Review,night,31-45,Uganda,45741007,199810,229
1962233e5d,"Brian (cat) still hasn`t shown up...I feel sad and sick, I`m afraid he`s been eaten by something.    It doesn`t look  good",morning,46-60,Ukraine,43733762,579320,75
f2d120c26e,Missing Nate more than usual tonight,noon,60-70,United Arab Emirates,9890402,83600,118
10c841e57b,anyone got an FFE account? if so.. add me,night,70-100,United Kingdom,67886011,241930,281
5aa568e0a4," I`ll be one of your 'groovy guys' any time, shortie short  #photofollows",morning,0-20,United States of America,331002651,9147420,36
2c9aebcb01,Birthday tomorrow. Doing jack **** all weekend,noon,21-30,Uruguay,3473730,175020,20
101a8b583a,How Come I Can Never Sleep Past?? Not Good,night,31-45,Uzbekistan,33469203,425400,79
e01eb1cf88,Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,morning,46-60,Vanuatu,307145,1.22E+04,25
7017d6c8cf,"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.",noon,60-70,Venezuela,28435940,882050,32
4793312f15,this one goes out to Jimmy Fallon and Justin Timberlake...doin` their Gibb Bros show on SNL  ? http://blip.fm/~5z1vd,night,70-100,Vietnam,97338579,310070,314
ed539778c1,"to be really really... not bored but bad, i won`t know the news  but thats ok. BRB x",morning,0-20,Yemen,29825964,527970,56
198854f289,cannot relaxing because she have to practice for her graduation,noon,21-30,Zambia,18383955,743390,25
d1aa96a414,"'Patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.'",night,31-45,Zimbabwe,14862924,386850,38
92fe747a96,hi  godd day eweryone im in a reel good mood to day,morning,46-60,Afghanistan,38928346,652860,60
2.08E+12,"Whoo, BGT!! I really must multi-task and do my Art work at the same time though, back at College on Monday!!",noon,60-70,Albania,2877797,27400,105
784fbab498,"_ According to Mick Jagger, Hindu Ragas are more sfs sort of music",night,70-100,Algeria,43851044,2381740,18
a3dff88c1d, It takes a big man to type a sad tweet like that!,morning,0-20,Andorra,77265,470,164
1977ce206b, better than throwing them out,noon,21-30,Angola,32866272,1246700,26
21c6854561, I was going to but I`m stuck with it as I seem to have misplaced my remote  It`s extra bad tonight as well :|,night,31-45,Antigua and Barbuda,97929,440,223
eb9b4d2431, Big Thanks Melody!  Gotta love that sunshine-lots of vit D,morning,46-60,Argentina,45195774,2736690,17
0b3b751482,i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia,noon,60-70,Armenia,2963243,28470,104
932af12853,Hey! Let`s Follow each other! Wouldn`t that just be awesome!?,night,70-100,Australia,25499884,7682300,3
aacd4d0c3f," loving the shoes perez, looking fine as always  oh,and lady gaga, what can I say. Outstanding!",morning,0-20,Austria,9006398,8.24E+04,109
ee35fcd036,"this evening,picking up n`pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite)..",noon,21-30,Azerbaijan,10139177,82658,123
44daf50a02,Paper writing til my heart`s content,night,31-45,Bahamas,393244,10010,39
7623079330, awww such a sweetie. hope your mom has a wonderful mother`s day too,morning,46-60,Bahrain,1701575,760,2239
e64b0cc77d, yeah dude. Mike is out,noon,60-70,Bangladesh,164689383,130170,1265
780ee451f1, It`s a great movie - My best is the Welsh flatmate,night,70-100,Barbados,287375,430,668
59ee5ff2f9," I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",morning,0-20,Belarus,9449323,202910,47
001e4be1ab,Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?,noon,21-30,Belgium,11589623,30280,383
363460c8f4,Just got to the gym but w/no energy,night,31-45,Belize,397628,22810,17
5be8565b8d, Im sad i cant go. it makes me sad,morning,46-60,Benin,12123200,112760,108
ecaa478ef4, same. Was going to try warm milk but I`m lactose intolerant  haha.,noon,60-70,Bhutan,771608,3.81E+04,20
acdbccaeeb,Is my picture showing?,night,70-100,Bolivia,11673021,1083300,11
fc28b797bb,about to take my mum out for jewellery shopping and a coffee for mothers day,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
5a8f396cb2,so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!,noon,21-30,Botswana,2351627,566730,4
06a6314076, oh ****! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,night,31-45,Brazil,212559417,8358140,25
82ea51ab18,I wanna feel my chin,morning,46-60,Brunei,437479,5270,83
895cec1c48, i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction,noon,60-70,Bulgaria,6948445,108560,64
8fb50df8d2,feeling so great!,night,70-100,Burkina Faso,20903273,273600,76
37fa199c50,AHHHHHHHH!I can`t get miley to notice me......,morning,0-20,Burundi,11890784,25680,463
121b9c13c2,"Coffee brewing, on this #musicmonday morning i`m #listening to the fray... Here`s to a good week",noon,21-30,C�te d'Ivoire,26378274,318000,83
451880b8a6,I Wanna be @ JET in the Mirage...     Couldn`t get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,night,31-45,Cabo Verde,555987,4.03E+03,138
c08a90abbd,Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...,morning,46-60,Cambodia,16718965,176520,95
23dad0b69f,_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(,noon,60-70,Cameroon,26545863,472710,56
